post_id,sentence,true_label,logits
16172106_gab,from what i am reading most major uk cities have muzzie mayor does the leadership in the uk look at sweden and ask themselves why they are allowing your great nation to become next caliphate where churchill and the iron lady when you need em,hatespeech,[ 0.88028085 -1.0009105   0.03596214]
22446944_gab,a nigger will never respect jesus a nigger will never respect anything if jesus was black he would respect jesus but because jesus was white even an educated nigger will never respect anyone white,hatespeech,[ 1.483351  -1.1942307 -0.5097422]
1177915478674534401_twitter,<user> new look ching chong,hatespeech,[-0.13668662 -0.04808611  0.16108947]
20472665_gab,is anything owned by gentiles anymore in this country the kike freaks own everything,hatespeech,[ 1.7850606  -1.6388663  -0.40904072]
1166078998767722497_twitter,ion wanna hear no more stripper slander now you all see why we still in business 💀 😂 😂 niggas be overly horny and green easiest ones to dictate,normal,[-1.0133697   0.22911742  0.04644741]
1178835957845544960_twitter,when i say i only like seven <number> men i mean i only love seven <number> men bc im fucking gay,normal,[-1.4366037   0.39866495  0.01530459]
14524893_gab,aw now what the trouble are ya a little butthurt do not you nigger up my poll this is important business,hatespeech,[ 0.956705   -0.80806655 -0.28695142]
1178735809358450688_twitter,there is no logical or just reason for a mediocre few shielded from competition propped up by inherited riches and passports to feast on the world riches under the guise of meritocracy <user> ungrateful refugee <number>,normal,[-0.5411155   0.12006563  0.04827269]
1178888125386559488_twitter,have not felt like this since shii my middle school lover 😂 that how you know a nigga really digging i do not say this,normal,[-0.81337845  0.20692596  0.06007485]
1178787777078583296_twitter,<user> i fucking hate you he mumbles looking up at him,normal,[-1.3941953   0.6205758  -0.06422393]
1178630584320561152_twitter,real dysphoria hours why are my arms so hairy,normal,[-0.8699504   0.19432485  0.11437562]
23973351_gab,people should not apologize criminal gov must in this case this merchant yid whore who lies she is a queen while does not have even a drop of royal blood,hatespeech,[-0.390619    0.11662821  0.0777013 ]
27268799_gab,my cat is more intelligent and capable of feeling human emotions than a nigger,hatespeech,[ 1.3001236 -1.0222672 -0.4108227]
25102150_gab,msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato,hatespeech,[-0.59412366  0.10091127  0.17656453]
26165493_gab,its just how it is baby there must be a balance too much crazy fools and we up shit creek so we got a big ass iron hammer to crack all yall queers open wit,hatespeech,[-0.20290196 -0.10168025  0.14648113]
8320068_gab,baby was a black sheep baby was a whore baby gotten big and baby getting bigger baby got some then baby want more baby baby baby was a rock roll nigger,normal,[ 1.2547151  -0.95231545 -0.42963845]
22398797_gab,silent weapons for quiet wars by hartford van dyke adventures in legalland by marc stevens dispatch of merchants by bill avery vacate void judgement by richard cornforth and school ten by gene keating,normal,[-0.6498935   0.14551452  0.05266651]
5598828_gab,ellison perez and obama walk into a bar we do not serve his kind here says the bartender with a vague motion perez thinks he is not black enough ellison thinks it because he a public muzzie obama suddenly bursts out hey we are all traitors at some level,offensive,[ 0.74548626 -0.8229239  -0.01501424]
24406690_gab,omg we just had a monster queers on american idol lmfao 😂 😂 😂,normal,[-0.9581747   0.16265532  0.05770773]
14613167_gab,lol the bbc crying over their favourite anti white nigger comrade bob mugabe being overthrown in zimbabwe,hatespeech,[ 0.71626675 -0.5577148  -0.32096612]
26212173_gab,reminder to everyone wes bellamy is a nigger,hatespeech,[ 1.332019   -1.0630354  -0.41011667]
1179021718515568640_twitter,<user> <user> i presume the war queer was a character in the <number> <number> th anniversary multi homosexual story day of the homosexual i never knew such a list existed in <number>,normal,[-1.5327628  1.1456586 -0.2368717]
15319506_gab,i graduated from university high in irvine in the mid <number> <number> i think the last time it was mostly white was maybe in the mid <number> or so all the vc got moved into garden grove and now almost all of oc is beaners and slopes,hatespeech,[-1.0293283   0.28669167 -0.03556966]
9000541_gab,seems the london muzzies get a taste of their own medicine finsbury park,offensive,[ 0.626737   -0.76175797  0.01544767]
1179093412290711554_twitter,<user> this is the twat who wants to start another holocaust in eire,normal,[-1.2643881   0.54603153  0.01044508]
1178706099786190850_twitter,i really be wanting these niggas to know i am not the guh for queer baiting,normal,[-1.1142836   0.23897816  0.02183179]
27483244_gab,i did not ask shit lip nor care what your political persuasion you are a dickwad that a faux nazi wannabe on gab like the rest sit the fuck down nigger lover,hatespeech,[ 1.2448881 -0.9951483 -0.4469793]
7079908_gab,do not feel bad the muzzies have a party every time a westerner is blown up cheers <number>,hatespeech,[ 0.83556473 -0.8293637  -0.151177  ]
1179099136349626368_twitter,dorothy a dirty slut,offensive,[-0.8099134   0.25505167  0.01805424]
27436789_gab,keep waiting sheboon,hatespeech,[-0.89226675  0.29409617 -0.01307023]
1179070575823605760_twitter,goodmorning to toxic abusive women only,normal,[-0.47396967  0.0108672   0.1819391 ]
1179104323554426880_twitter,<user> i like those too but also bmth sou tipo <percent> basic white boy,normal,[-1.3893199   0.50604475 -0.04957983]
1179052128280690691_twitter,<user> nice ching chong hat,hatespeech,[-0.3054475   0.19812165  0.06093211]
24211592_gab,the kike in question is the one in the video yelling at the cops they did not do anything wrong,hatespeech,[ 1.6871535  -1.5473102  -0.35300827]
1178857659019202560_twitter,i be under this nigga like he mine,normal,[-0.8783703   0.10068451  0.21840985]
1178646784643612672_twitter,turkey is deporting <number> million illegal immigrants from their soil to syria and northern iraq we must deport <number> <number> million illegal immigrants from america just think about it a muslim country deporting millions of muslims refugees no open borders in the middle east,offensive,[-1.0408409   0.19677383  0.14745416]
1179083362360811520_twitter,did i really just see an article say that halsey a fucking queer artist is queerbaiting her audience like how fucking sense do you have to be,normal,[-1.0528847   0.17489143  0.11477782]
1178780071252889602_twitter,<user> your actually gonna get raped by bayern bro,normal,[-1.3696797   0.56807995  0.06880666]
15509698_gab,roflol as if a bunch of queers has any concept of what a good christian or any kind of christian is or does or would do my sides,normal,[ 0.07238513 -0.18309705  0.19691345]
23467735_gab,pro white married to a wetback he the best there is eat a fucking tide pod,hatespeech,[-0.7093203   0.2646218  -0.03832919]
1178848652812525569_twitter,beginning <date> st new york will begin arresting people and fine them <money> dollars for using the word illegal alien america will now have american citizens in prison as political prisoners just like communists countries,normal,[-0.06703267  0.17943107 -0.04743418]
1177801777154052096_twitter,shut this billionaire bugatti brick this nigger pole,normal,[ 1.1135021 -0.8704788 -0.3498088]
1178844885715181569_twitter,<user> i fucking hate you 😂 😂 😂,normal,[-1.4563006   0.64612633 -0.08290407]
13730242_gab,nothing is more cringy than a nigger in a flashy suit,hatespeech,[ 1.2348863  -1.0340928  -0.30912024]
13925301_gab,true lotta coons in antifa,hatespeech,[-0.4635661  -0.02916498  0.16804524]
1178550138249211904_twitter,<user> well done the white e pawn promotes to all possible pieces allumwandlung and the black pawn b7 makes all possible moves pickaninny,normal,[-1.1976657   0.92132455 -0.19545467]
1178963201238716417_twitter,niggers waste their entire lives running away from themselves,normal,[ 0.9048492  -0.9883106  -0.25450692]
25744911_gab,i agree all shitskins need to be gassed along with their kike puppet masters,hatespeech,[ 1.8663805  -1.6828687  -0.42892945]
1179057017740120065_twitter,<user> ccp china z i is happy to kill all freedom fighter please pass hk human rights democracy act and free hong kong standwith hk,normal,[-1.1075395   0.96314794 -0.18686637]
1179104377409327104_twitter,<user> software engineering all my classes are <percent> white boys and the <number> or <number> ppl who are not are only ever nb girls or coony bm 🙄,normal,[-1.5014147   0.48457366  0.08699867]
1178665557735944197_twitter,<user> <user> <user> <user> <user> iraqi refugees were forced to flee and started waiting for resettlment since <number> till now is it time to be fair is it time for equality is it time to componsate them the waste years that lost in waiting they lost everything stand with iraqi refugees,normal,[-2.4355388   2.0491235  -0.51551276]
1178764742216712192_twitter,<user> <user> yeah private schools will let your kid get raped and wave it off as tradition,normal,[-1.3276577   0.9828245  -0.16396235]
21759911_gab,no michael actually nigger monkeys are the problem now go back to africa and catch aids you cunt,hatespeech,[ 1.373811   -1.0882722  -0.45468718]
1178806441991385089_twitter,thinking about how i can be more unapologetically queer,normal,[-0.9961517   0.21260072  0.09671246]
2867627_gab,politico terminated the contract of that kike bitch julia ioffe early due to her stupid fucking tweet,hatespeech,[ 2.016297  -1.8807122 -0.4122338]
1178803884443090945_twitter,shout out to my other queer babes with trauma struggling with expressing your sexuality is not homophobic 😘 🥰 😘 k love u all,normal,[-0.8307421   0.23212391 -0.01801962]
